Open,High,Low,Close,Volume
1241.880005,1241.880005,1241.880005,1241.880005,13186
1251.359985,1260.839966,1251.359985,1251.359985,11603
1260.839966,1260.839966,1251.359985,1260.839966,29536
1260.839966,1260.839966,1241.880005,1260.839966,4219
1232.400024,1251.359985,1232.400024,1232.400024,117088
1241.880005,1241.880005,1241.880005,1241.880005,1582
1260.839966,1260.839966,1251.359985,1260.839966,28481
1241.880005,1260.839966,1241.880005,1241.880005,13186
1241.880005,1241.880005,1241.880005,1241.880005,8966
1232.400024,1251.359985,1222.920044,1232.400024,263712
1203.959961,1232.400024,1203.959961,1203.959961,100738
1222.920044,1232.400024,1222.920044,1222.920044,40612
1232.400024,1232.400024,1232.400024,1232.400024,1055
1222.920044,1222.920044,1222.920044,1222.920044,5274
1213.439941,1232.400024,1213.439941,1213.439941,16878
1213.439941,1213.439941,1203.959961,1213.439941,47996
1203.959961,1213.439941,1203.959961,1203.959961,51160
1194.47998,1203.959961,1194.47998,1194.47998,105485
1194.47998,1203.959961,1194.47998,1194.47998,44304
1185,1194.47998,1185,1185,35865
1166.040039,1194.47998,1156.560059,1166.040039,66456
1166.040039,1166.040039,1147.079956,1166.040039,2637
1185,1185,1156.560059,1185,229957
1166.040039,1166.040039,1166.040039,1166.040039,527
1156.560059,1166.040039,1156.560059,1156.560059,59599
1185,1185,1156.560059,1185,15295
1185,1203.959961,1185,1185,194620
1185,1203.959961,1185,1194.47998,1189343
1194.47998,1203.959961,1194.47998,1194.47998,123945
1194.47998,1194.47998,1185,1194.47998,89662
1194.47998,1203.959961,1194.47998,1194.47998,1089660
1203.959961,1203.959961,1185,1203.959961,166666
1203.959961,1203.959961,1194.47998,1203.959961,87025
1203.959961,1185,1185,1185,7911
1185,1185,1175.52002,1175.52002,24262
1213.439941,1213.439941,1175.52002,1213.439941,101793
1232.400024,1232.400024,1203.959961,1232.400024,239978
1241.880005,1289.280029,1222.920044,1241.880005,873943
1241.880005,1251.359985,1241.880005,1241.880005,85970
1222.920044,1222.920044,1213.439941,1222.920044,51160
1222.920044,1213.439941,1203.959961,1203.959961,105485
1222.920044,1222.920044,1203.959961,1222.920044,89662
1222.920044,1222.920044,1222.920044,1222.920044,11603
1213.439941,1213.439941,1203.959961,1213.439941,77004
1213.439941,1222.920044,1213.439941,1213.439941,22679
1213.439941,1213.439941,1194.47998,1213.439941,236286
1213.439941,1213.439941,1194.47998,1213.439941,42194
